Date,Close,High,Low,Open,Volume
1/4/2016,23.77618027,23.78069498,23.02012741,23.15779693,270597600
1/5/2016,23.1803627,23.88902131,23.11265749,23.8664529,223164000
1/6/2016,22.72673416,23.10363365,22.53941482,22.69513804,273829600
1/7/2016,21.76755333,22.59808319,21.76304034,22.27083709,324377600
1/8/2016,21.88266182,22.36789033,21.837525,22.24150587,283192000
1/11/2016,22.23698807,22.35660216,21.9684194,22.33629111,198957600
1/12/2016,22.55972099,22.72447362,22.30695039,22.69287751,196616800
1/13/2016,21.97970772,22.83732099,21.95939667,22.64097223,249758400
1/14/2016,22.46042252,22.67708406,21.60732392,22.10835052,252680400
1/15/2016,21.92103004,22.05192923,21.52156386,21.71114056,319335600
1/19/2016,21.81495285,22.26407046,21.55315454,22.20990594,212350800
1/20/2016,21.84429359,22.16025644,21.08372609,21.46288116,289337600
1/21/2016,21.73369789,22.09028268,21.42676288,21.90521908,208646000
1/22/2016,22.88923073,22.89825844,22.20088474,22.25956226,263202000
1/25/2016,22.44235992,22.91404585,22.39045105,22.9117885,207178000
1/26/2016,22.56649017,22.76735189,22.13317063,22.55294948,300308000
1/27/2016,21.0837307,21.80818753,21.06567528,21.6750327,533478800
1/28/2016,21.23493195,21.33197762,20.85126396,21.16722674,222715200
1/29/2016,21.96842384,21.96842384,21.2936186,21.39292166,257666000
2/1/2016,21.76304817,21.8262404,21.5305903,21.77207588,163774000
2/2/2016,21.32295799,21.67502998,21.27781945,21.53510309,149428800
2/3/2016,21.74498749,21.85557387,21.23267769,21.44030975,183857200
2/4/2016,21.91971207,22.08535869,21.59976685,21.75179757,185886800
2/5/2016,21.33427238,21.99231774,21.25939272,21.90155257,185672400
2/8/2016,21.55892372,21.71549193,21.11190651,21.13232777,216085600
2/9/2016,21.55438423,21.76995181,21.31385791,21.39554642,177324800
2/10/2016,21.39101028,21.86298803,21.35243563,21.76541572,169374400
2/11/2016,21.26167107,21.49312246,21.0097984,21.28209406,200298800
2/12/2016,21.32746887,21.44319453,21.10509597,21.37285233,161405600
2/16/2016,21.92878532,21.97643666,21.46815404,21.5611871,196231600
2/17/2016,22.26462364,22.28504491,21.81760637,21.93559994,179452800
2/18/2016,21.84256363,22.43934195,21.80398725,22.42799565,156084000
2/19/2016,21.79264259,21.95601961,21.73818416,21.7835659,141496800
2/22/2016,21.98324966,21.98778888,21.7654142,21.8539098,137123200
2/23/2016,21.48631477,21.89702526,21.45454721,21.87433439,127770400
2/24/2016,21.80624962,21.86978472,21.17543434,21.32519714,145022800
2/25/2016,21.95601463,21.95601463,21.61337689,21.79490725,110330800
2/26/2016,21.99005699,22.24192788,21.91517557,22.05585999,115964400
2/29/2016,21.94013214,22.28957699,21.93105545,21.97870678,140865200
3/1/2016,22.81148148,22.86593992,22.10578445,22.15797501,201628400
3/2/2016,22.8613987,22.89316626,22.60952608,22.80694027,132678400
3/3/2016,23.03157806,23.0792294,22.79331967,22.82281935,147822800
3/4/2016,23.3742218,23.54213631,23.002086,23.22899816,184220400
3/7/2016,23.11554146,23.33337692,22.90905057,23.23353501,143315600
3/8/2016,22.92494011,23.09058678,22.78198604,22.86821206,126247600
3/9/2016,22.94536209,23.04974149,22.75248534,22.98847423,108806800
3/10/2016,22.95669746,23.19949335,22.72524788,23.01115762,134054400
3/11/2016,23.20403481,23.20857229,23.0315811,23.19949559,109632800
3/14/2016,23.26302719,23.3515245,23.09511273,23.12461241,100304400
3/15/2016,23.73047447,23.86662142,23.56482783,23.58978831,160270800
3/16/2016,24.04587555,24.12302483,23.73273574,23.73727495,153214000
3/17/2016,24.00731659,24.15934738,23.8167094,23.94377971,137682800
3/18/2016,24.03453445,24.16614392,23.86888955,24.12983714,176820800
3/21/2016,24.03226662,24.42709327,23.85754329,24.0368041,142010800
3/22/2016,24.21606636,24.34540622,23.87342851,23.8825052,129777600
3/23/2016,24.08218384,24.29548179,24.02999502,24.16160447,102814000
3/24/2016,23.97780609,24.10941555,23.80081489,23.93242435,104532000
3/28/2016,23.86888504,24.09579715,23.83938536,24.05268329,77645600
3/29/2016,24.43389511,24.45885558,23.79854054,23.80081014,124760400
3/30/2016,24.86049271,25.05563728,24.64265727,24.65400357,182404400
3/31/2016,24.73115921,24.93765013,24.70619873,24.89680587,103553600
4/1/2016,24.95806503,24.96033464,24.55189211,24.68350156,103496000
4/4/2016,25.21448135,25.45727731,25.02160462,25.05564179,149424800
4/5/2016,24.91722107,25.12598155,24.82872547,24.84914847,106314800
4/6/2016,25.17817116,25.18271037,24.7788053,25.01252626,105616400
4/7/2016,24.62904358,25.05563777,24.5337409,24.94898879,127207600
4/8/2016,24.65627861,24.90814954,24.54509039,24.71300666,94326800
4/11/2016,24.73796272,25.09875395,24.69485059,24.72661815,117630000
4/12/2016,25.06018066,25.07379484,24.65627728,24.81057589,108929200
4/13/2016,25.42323494,25.49130754,25.14186439,25.14186439,133029200
4/14/2016,25.43684959,25.50265432,25.26212801,25.32793274,101895600
4/15/2016,24.92630005,25.48223587,24.8990717,25.43912201,187756000
4/18/2016,24.38851547,24.72207484,24.26598272,24.70846066,243286000
4/19/2016,24.25918007,24.50651349,24.10487973,24.47928341,129539600
4/20/2016,24.3091011,24.52693659,24.06630514,24.19791462,122444000
4/21/2016,24.04587555,24.26371096,23.94376407,24.26371096,126210000
4/22/2016,23.98007584,24.16160625,23.73954951,23.82804511,134732400
4/25/2016,23.84392548,23.97326531,23.71458564,23.82577209,112126400
4/26/2016,23.6782856,23.89385321,23.57844542,23.57844542,224064800
4/27/2016,22.19654465,22.39849631,21.71095282,21.78356464,458408400
4/28/2016,21.51808167,22.21016275,21.38647219,22.14889723,328970800
4/29/2016,21.27074432,21.49311899,20.99164335,21.32747236,274126000
5/2/2016,21.24805069,21.34789258,20.96668015,21.3229321,192640400
5/3/2016,21.59749031,21.72456051,21.25712221,21.37511573,227325200
5/4/2016,21.37285423,21.76087377,21.28889612,21.60203424,164102000
5/5/2016,21.28610039,21.47558454,21.1582565,21.45960406,143562000
5/6/2016,21.1673851,21.33403847,20.96876902,21.31577631,174799600
5/9/2016,21.1833744,21.40710127,21.13771462,21.23131588,131745600
5/10/2016,21.32719994,21.36144434,21.02813571,21.30665434,134747200
5/11/2016,21.11945152,21.3614423,21.10803614,21.3408967,114876400
5/12/2016,20.62405014,21.18108727,20.42543575,21.16739021,305258800
5/13/2016,20.66514397,20.92768206,20.54643201,20.54643201,177571200
5/16/2016,21.43221474,21.54864503,20.92312069,21.09205757,245039200
5/17/2016,21.34317589,21.61941103,21.2335959,21.58516838,187667600
5/18/2016,21.58744812,21.73583935,21.43449178,21.49613205,168249600
5/19/2016,21.50526619,21.60571598,21.36144178,21.60571598,121768400
5/20/2016,21.73812675,21.78606822,21.57832012,21.60571599,128104000
5/23/2016,22.01436424,22.18786796,21.84086052,21.88652031,152074400
5/24/2016,22.34995461,22.39332923,22.10796209,22.19471481,140560800
5/25/2016,22.74261093,22.77000505,22.39788708,22.52573095,152675200
5/26/2016,22.92297363,22.99602755,22.51889277,22.75631845,225324800
5/27/2016,22.90927315,22.93666902,22.65815042,22.70152678,145364800
5/31/2016,22.79741669,22.92069554,22.55999095,22.73805982,169228800
6/1/2016,22.47779655,22.72435416,22.448119,22.60564046,116693200
6/2/2016,22.30885696,22.33625109,22.06001597,22.2814611,160766400
6/3/2016,22.35451508,22.43441751,22.24721678,22.32483753,114019600
6/6/2016,22.51660347,23.2608413,22.27004764,22.37049566,93170000
6/7/2016,22.60792542,22.79969303,22.59194493,22.65815031,89638000
6/8/2016,22.58738136,22.72892236,22.52802451,22.60564354,83392400
6/9/2016,22.74946594,22.82708496,22.4777959,22.48692786,106405600
6/10/2016,22.56226349,22.68097543,22.48236105,22.49377469,126851600
6/13/2016,22.22210693,22.62847116,22.16731694,22.53030481,152082000
6/14/2016,22.24949646,22.48235693,22.0874082,22.21753549,127727600
6/15/2016,22.17644691,22.46638085,22.15133447,22.33168668,117780800
6/16/2016,22.27005386,22.31571191,21.93217838,22.01892937,125307200
6/17/2016,21.76323318,22.06458072,21.75638465,22.05773219,244032800
6/20/2016,21.71072388,22.04631579,21.69474339,21.91618849,137647600
6/21/2016,21.89564896,21.996097,21.61484695,21.6742038,142185600
6/22/2016,21.81346512,22.11937786,21.76780533,21.97327002,116876400
6/23/2016,21.93901634,21.98239269,21.74496712,21.90249027,128960800
6/24/2016,21.32262802,21.61027852,21.15140778,21.21076462,301245600
6/27/2016,21.01215172,21.24272884,20.88887291,21.23131345,181958400
6/28/2016,21.36600113,21.38198336,21.03497604,21.2084797,161779600
6/29/2016,21.5509243,21.5851687,21.37513719,21.45275795,146124000
6/30/2016,21.8248806,21.86369012,21.52809979,21.56006077,143345600
7/1/2016,21.89107895,22.02348969,21.76323506,21.79976114,104106000
7/5/2016,21.68561745,21.7792187,21.56462207,21.77693527,110820800
7/6/2016,21.80889511,21.8385744,21.54407535,21.59658192,123796400
7/7/2016,21.90249825,22.03034216,21.82944433,21.8477065,100558400
7/8/2016,22.07143211,22.11937358,21.92760773,22.02805576,115648400
7/11/2016,22.1399231,22.29287945,22.08284967,22.08741478,95179600
7/12/2016,22.2403717,22.30429366,22.17188464,22.18329828,96670000
7/13/2016,22.11480141,22.29743524,22.10795114,22.23808016,103568800
7/14/2016,22.55313301,22.59879105,22.21754102,22.23352151,155676000
7/15/2016,22.55085373,22.66956744,22.48693177,22.58281471,120548000
7/18/2016,22.79055214,22.85903918,22.50975022,22.53257924,145975600
7/19/2016,22.79968452,22.82936207,22.67868744,22.72891232,95119600
7/20/2016,22.82023239,22.93437921,22.77000751,22.82936435,105104000
7/21/2016,22.69923973,23.05766072,22.63075093,22.79055755,130808000
7/22/2016,22.52345085,22.66955864,22.44354669,22.66042668,113254800
7/25/2016,22.22210693,22.56454747,22.126224,22.42985503,161531600
7/26/2016,22.0691452,22.36592762,22.01207179,22.1033896,224959200
7/27/2016,23.50283432,23.82244583,23.45717628,23.80418192,369379200
7/28/2016,23.82015991,23.84527235,23.47315431,23.47543774,159479200
7/29/2016,23.79048157,23.86810232,23.66948621,23.78591646,110934800
8/1/2016,24.21054459,24.23337361,23.8361431,23.8361431,152671600
8/2/2016,23.85212326,24.21510936,23.74254153,24.21054425,135266400
8/3/2016,24.1511879,24.16260154,23.91832737,23.92745933,120810400
8/4/2016,24.30038834,24.33022666,24.16496447,24.2338243,109634800
8/5/2016,24.66992378,24.70894352,24.37153361,24.39219051,162213600
8/8/2016,24.87421036,24.87421036,24.59647878,24.67910811,112148800
8/9/2016,24.97520256,25.00504263,24.79157929,24.84207626,105260800
8/10/2016,24.78928757,24.99586531,24.73420075,24.95225397,96034000
8/11/2016,24.77321243,25.0027428,24.75484958,24.90863451,109938000
8/12/2016,24.83060074,24.89027914,24.73878822,24.73878822,74641600
8/15/2016,25.12899017,25.14276144,24.80764725,24.82141851,103472800
8/16/2016,25.10603905,25.30114132,25.06701929,25.16342166,135177600
8/17/2016,25.06930923,25.10373914,24.86732137,25.04176496,101424000
8/18/2016,25.03717422,25.15652925,25.02340121,25.07160413,87938800
8/19/2016,25.10145187,25.17719735,24.87192141,24.96602799,101472400
8/22/2016,24.90633965,25.04176172,24.75484877,24.98667492,103280800
8/23/2016,24.98438835,25.09226794,24.91093868,24.92470995,85030800
8/24/2016,24.79616547,24.96142761,24.71583019,24.92011208,94700400
8/25/2016,24.69058418,24.76173804,24.48630227,24.64926864,100344800
8/26/2016,24.54598236,24.77780681,24.40137708,24.65386193,111065200
8/29/2016,24.51843834,24.66074782,24.3967875,24.47253296,99881200
8/30/2016,24.33022499,24.4449902,24.21545978,24.28431961,99455600
8/31/2016,24.35317612,24.46105569,24.24759234,24.25218393,118649600
9/1/2016,24.49777985,24.5138469,24.24300097,24.362356,106806000
9/2/2016,24.72730827,24.7892807,24.51843479,24.72042089,107210000
9/6/2016,24.72042656,24.85814622,24.67681697,24.7663337,107521600
9/7/2016,24.87191391,24.96372642,24.57581949,24.75026308,169457200
9/8/2016,24.22004318,24.62172132,24.15577496,24.61713148,212008000
9/9/2016,23.67146492,24.26594945,23.67146492,24.01805625,186228000
9/12/2016,24.20168686,24.26595509,23.53375253,23.56129681,181171200
9/13/2016,24.77780533,24.97061177,24.61483896,24.67681315,248704800
9/14/2016,25.65461349,25.94382231,24.92700251,24.95684258,443554800
9/15/2016,26.52682877,26.56355447,26.0494051,26.13433198,359934400
9/16/2016,26.37763405,26.65536563,26.17564792,26.42354118,319547600
9/19/2016,26.07006264,26.66684131,25.99431719,26.43960671,188092000
9/20/2016,26.0677681,26.19401052,25.82446643,25.94841306,138057200
9/21/2016,26.0631752,26.16416738,25.80839634,26.13203326,144012800
9/22/2016,26.30877113,26.38222078,26.16646168,26.24679695,124296000
9/23/2016,25.87037086,26.34779451,25.60411651,26.26286763,209924800
9/26/2016,25.9093895,26.02645048,25.60411541,25.62477231,119477600
9/27/2016,25.95758629,25.97824493,25.78543853,25.9369294,98429600
9/28/2016,26.15498924,26.31336578,26.0356342,26.0953126,118564400
9/29/2016,25.74872208,26.12056198,25.66150115,25.97366265,143548000
9/30/2016,25.94841194,26.0218616,25.66149895,25.8129881,145516400
10/3/2016,25.82675934,25.94841192,25.77167253,25.87037067,86807200
10/4/2016,25.93693924,26.23762355,25.85201235,25.95071051,118947200
10/5/2016,25.94841194,26.08842562,25.86578086,26.02874723,85812400
10/6/2016,26.14121437,26.24450234,25.96677079,26.09760304,115117200
10/7/2016,26.18023491,26.2950001,26.05399425,26.2376175,97433600
10/10/2016,26.63700485,26.79767544,26.33172899,26.40058706,144944000
10/11/2016,26.69438934,27.24296692,26.6714349,27.01573054,256164000
10/12/2016,26.93309212,27.07999316,26.79767004,26.93538791,150347200
10/13/2016,26.85046768,26.95605146,26.56125888,26.80685634,140769600
10/14/2016,26.99966431,27.12361095,26.88489909,27.05704692,142608800
10/17/2016,26.98129654,27.04785881,26.80455717,26.93079958,94499600
10/18/2016,26.9629364,27.13278841,26.95834481,27.12590278,98214000
10/19/2016,26.88259888,27.02949818,26.12055808,26.9124372,80138400
10/20/2016,26.86882401,26.94227365,26.70126782,26.82291863,96503200
10/21/2016,26.76324654,26.83440216,26.68979687,26.81144771,92770800
10/24/2016,27.00425339,27.02491028,26.85505827,26.87801096,94154800
10/25/2016,27.1419735,27.16722198,26.92621433,27.07311367,192516000
10/26/2016,26.53141785,26.55666633,26.00808882,26.23761922,264536800
10/27/2016,26.27664566,26.59339704,26.18942297,26.48551745,138248000
10/28/2016,26.10219955,26.44419939,26.04022536,26.13662947,151446800
10/31/2016,26.06087875,26.21925527,25.98283752,26.08612723,105677600
11/1/2016,25.59034538,26.11367445,25.3699964,26.04252058,175303200
11/2/2016,25.61330414,25.78774778,25.53067478,25.56969454,113326800
11/3/2016,25.33875656,25.7148114,25.27415836,25.60407212,107730400
11/4/2016,25.11034393,25.43564417,24.9419275,25.03882477,123348000
11/7/2016,25.4725666,25.49563714,25.25339213,25.39643226,130240000
11/8/2016,25.62252235,25.77479103,25.3087582,25.44949073,97016800
11/9/2016,25.58099556,25.68250801,24.92809088,25.35028672,236705600
11/10/2016,24.86811256,25.62945088,24.41592333,25.62945088,228538000
11/11/2016,25.01576614,25.11727862,24.58203404,24.71353805,136575600
11/14/2016,24.38823318,24.87272143,24.01217838,24.8496509,204702000
11/15/2016,24.71122551,24.84272949,24.4920528,24.58664252,129058000
11/16/2016,25.37566757,25.43103897,24.59356466,24.61663519,235362000
11/17/2016,25.36644173,25.45872563,25.1080489,25.33414262,110528000
11/18/2016,25.39181519,25.50255621,25.29953305,25.31337502,113715600
11/21/2016,25.77710152,25.83708455,25.380282,25.40566011,117058400
11/22/2016,25.79324913,25.93628749,25.70096524,25.82785405,103862000
11/23/2016,25.66175461,25.72635283,25.45411622,25.69174613,109705600
11/25/2016,25.79094505,25.80940219,25.59714869,25.63867635,45903600
11/28/2016,25.74019432,25.9478327,25.69866664,25.70789521,108776000
11/29/2016,25.71481133,25.84631532,25.39412613,25.55792922,114115200
11/30/2016,25.49794006,25.88553098,25.44026285,25.74710603,144649200
12/1/2016,25.26031303,25.59484194,25.15418717,25.46333796,148347600
12/2/2016,25.35490608,25.39873957,25.11266106,25.18648783,106112000
12/5/2016,25.17264557,25.38489731,24.97423579,25.37797633,137298000
12/6/2016,25.36644173,25.46103322,25.19110424,25.26262343,104782000
12/7/2016,25.6156044,25.65251866,25.18417996,25.20725049,119994800
12/8/2016,25.86708069,25.93859988,25.5164022,25.576387,108273200
12/9/2016,26.28927231,26.46230394,25.91090994,25.91090994,137610400
12/12/2016,26.13932037,26.53152482,25.95244496,26.13701279,105497600
12/13/2016,26.57535362,26.7437701,26.24313231,26.26389526,174935200
12/14/2016,26.57535362,26.8083683,26.52690497,26.54074694,136127200
12/15/2016,26.72070122,26.93064713,26.58458383,26.61918875,186098000
12/16/2016,26.75530434,26.87757974,26.68147758,26.87065876,177404400
12/19/2016,26.90988541,27.0806095,26.70455463,26.71609078,111117600
12/20/2016,26.98139763,27.10828819,26.91910702,26.93294898,85700000
12/21/2016,27.00677681,27.08521873,26.94217861,26.94679378,95132800
12/22/2016,26.82913208,26.87988831,26.67917098,26.84297405,104343600
12/23/2016,26.88219452,26.88219452,26.66763522,26.66763522,56998000
12/27/2016,27.05291939,27.17750237,26.87527259,26.88219358,73187600
12/28/2016,26.93756676,27.22825865,26.8083686,27.11290422,83623600
12/29/2016,26.9306488,27.01831755,26.85451445,26.86604884,60158000
12/30/2016,26.72070122,27.03907882,26.6307249,26.91219,122345200
1/3/2017,26.79683304,26.8383607,26.47614788,26.71608529,115127600
1/4/2017,26.76684189,26.8798905,26.70455127,26.7276218,84472400
1/5/2017,26.90295601,26.96063321,26.71838825,26.74376636,88774400
1/6/2017,27.20288467,27.26056189,26.87066333,26.94218252,127007600
1/9/2017,27.45203972,27.55355215,27.20979653,27.21210235,134247600
1/10/2017,27.4797287,27.54201931,27.29285511,27.40128678,97848400
1/11/2017,27.62738991,27.66891758,27.36207433,27.39437343,110354400
1/12/2017,27.51203156,27.5235677,27.27209413,27.43128381,108344800
1/13/2017,27.46358109,27.59739264,27.41051728,27.47973063,104447600
1/17/2017,27.68506432,27.74043395,27.27440281,27.30208675,137759200
1/18/2017,27.68275452,27.80041652,27.61815632,27.6850621,94852000
1/19/2017,27.63430786,27.70582705,27.53971814,27.54663913,102389200
1/20/2017,27.68506432,27.7888826,27.6227737,27.7888826,130391600
1/23/2017,27.70352173,27.87193822,27.63200078,27.6850646,88200800
1/24/2017,27.67813873,27.70813025,27.5697053,27.58124145,92844000
1/25/2017,28.11879349,28.16954972,27.74965969,27.78195878,129510400
1/26/2017,28.13263512,28.24798953,28.0541932,28.07034275,105350400
1/27/2017,28.13493919,28.22722307,28.05419146,28.17877443,82251600
1/30/2017,28.06111908,28.06111908,27.83733296,27.89962358,121510000
1/31/2017,27.99651718,28.00574575,27.82810072,27.95037612,196804000
2/1/2017,29.70376205,30.10519669,29.30232918,29.30694258,447940000
2/2/2017,29.65301323,29.85142301,29.47998156,29.5261244,134841600
2/3/2017,29.77990723,29.80528535,29.56765545,29.60226038,98029200
2/6/2017,30.05905724,30.10750765,29.73837205,29.79143762,107383600
2/7/2017,30.34513664,30.47433304,30.09597065,30.1167336,152735200
2/8/2017,30.46279907,30.5043285,30.27361962,30.3036129,92016400
2/9/2017,30.68292427,30.68987526,30.38170168,30.50450724,113399600
2/10/2017,30.61340141,30.80340455,30.59718362,30.69218518,80262000
2/13/2017,30.88451004,31.00731914,30.75938866,30.8358531,92141600
2/14/2017,31.28536415,31.30158195,30.87523805,30.92621433,132904800
2/15/2017,31.39889526,31.57499642,31.19267433,31.40121462,142492400
2/16/2017,31.36182404,31.4892612,31.24365015,31.4359691,90338400
2/17/2017,31.44757462,31.47306277,31.30391604,31.30391604,88792800
2/21/2017,31.6746273,31.68621346,31.5077965,31.56572376,98028800
2/22/2017,31.76964951,31.77196532,31.5379403,31.61208541,83347600
2/23/2017,31.635252,31.855375,31.58195988,31.8322062,83152800
2/24/2017,31.66536331,31.66536331,31.34560365,31.4915815,87106400
2/27/2017,31.72793198,31.8461059,31.57732244,31.77659245,81029600
2/28/2017,31.74183655,31.84610495,31.67463892,31.76268952,93931600
3/1/2017,32.39061356,32.47402897,31.8831736,31.95036768,145658400
3/2/2017,32.19829941,32.50415359,32.15195476,32.43927533,104844000
3/3/2017,32.38830185,32.39988801,32.11256742,32.15659272,84432400
3/6/2017,32.28634262,32.38597936,32.11488016,32.29329361,87000000
3/7/2017,32.32805634,32.43464055,32.15890614,32.22146859,69785200
3/8/2017,32.20757294,32.39294097,32.16586699,32.19598677,74828800
3/9/2017,32.13343048,32.15891863,31.75574689,32.147336,88623600
3/10/2017,32.24001312,32.29098942,32.12415854,32.26550127,78451200
3/13/2017,32.25391006,32.30720217,32.165863,32.17281399,69686800
3/14/2017,32.20523834,32.35816361,32.17047987,32.27706757,61236400
3/15/2017,32.54585266,32.61304673,32.2145069,32.30255747,102767200
3/16/2017,32.59916306,32.6756275,32.49952628,32.60611405,76928000
3/17/2017,32.43695831,32.67098323,32.41378599,32.67098323,175540000
3/20/2017,32.77756882,32.78683562,32.4925641,32.53195422,86168000
3/21/2017,32.40219879,33.08805926,32.37671065,32.92817942,158119600
3/22/2017,32.76830673,32.81001622,32.3836687,32.40452521,103440800
3/23/2017,32.65244293,32.80537177,32.58061368,32.73122317,81385200
3/24/2017,32.58756638,32.84244779,32.5203723,32.78683634,89582400
3/27/2017,32.64318466,32.72196492,32.11951974,32.29793677,94300400
3/28/2017,33.31977463,33.37538256,32.58293773,32.65013536,133499200
3/29/2017,33.39391327,33.47964804,33.17842551,33.2919607,116760000
3/30/2017,33.34989166,33.48196756,33.25025844,33.4101383,84829200
3/31/2017,33.28733063,33.42867332,33.13671759,33.30123261,78646800
4/3/2017,33.29659653,33.39391392,33.14598703,33.29891588,79942800
4/4/2017,33.54453659,33.57234056,33.17380051,33.19233767,79565600
4/5/2017,33.37076187,33.7044237,33.32210138,33.41710301,110871600
4/6/2017,33.28733063,33.4866006,33.23867016,33.43330496,84596000
4/7/2017,33.21318436,33.40781917,33.19696656,33.30355077,66688800
4/10/2017,33.17379761,33.33831265,33.11123515,33.27343438,75733600
4/11/2017,32.81695938,33.2154993,32.45317441,33.12049772,121517600
4/12/2017,32.85634995,32.93744601,32.67329778,32.81000883,81400000
4/13/2017,32.68257523,32.99074881,32.68257523,32.88184523,71291600
4/17/2017,32.86330414,32.8748903,32.64086183,32.78220453,66328400
4/18/2017,32.7173233,32.91195809,32.69647033,32.76598377,58790000
4/19/2017,32.5968399,32.90269766,32.54354779,32.8748937,69313600
4/20/2017,33.00465012,33.11586951,32.7080627,32.72196469,93278400
4/21/2017,32.96527481,33.06027291,32.86795735,33.00466496,69283600
